>>> Starting benchmark: scala-kmeans
>>> GC: ZGC
>>> Duration: 600s
>>> Base dir: ZGC-java21-2026-04-25
>>> Output dir: ZGC-java21-2026-04-25/scala-kmeans
[jmx-memory plugin] WARNING: Unknown garbage collector ZGC Minor Cycles.
[jmx-memory plugin] WARNING: Unknown garbage collector ZGC Minor Pauses.
[jmx-memory plugin] WARNING: Unknown garbage collector ZGC Major Cycles.
[jmx-memory plugin] WARNING: Unknown garbage collector ZGC Major Pauses.
[jmx-memory plugin] WARNING: MXBean for young generation not found, using mock.
====== scala-kmeans (scala) [default], iteration 2300 started ======
====== scala-kmeans (scala) [default], iteration 2300 completed (235.898 ms) ======
====== scala-kmeans (scala) [default], iteration 2301 started ======
====== scala-kmeans (scala) [default], iteration 2301 completed (235.734 ms) ======
====== scala-kmeans (scala) [default], iteration 2302 started ======
====== scala-kmeans (scala) [default], iteration 2302 completed (236.452 ms) ======
====== scala-kmeans (scala) [default], iteration 2303 started ======
====== scala-kmeans (scala) [default], iteration 2303 completed (235.010 ms) ======
====== scala-kmeans (scala) [default], iteration 2304 started ======
====== scala-kmeans (scala) [default], iteration 2304 completed (236.597 ms) ======
====== scala-kmeans (scala) [default], iteration 2305 started ======
====== scala-kmeans (scala) [default], iteration 2305 completed (235.676 ms) ======
====== scala-kmeans (scala) [default], iteration 2306 started ======
====== scala-kmeans (scala) [default], iteration 2306 completed (236.199 ms) ======
====== scala-kmeans (scala) [default], iteration 2307 started ======
====== scala-kmeans (scala) [default], iteration 2307 completed (237.120 ms) ======
====== scala-kmeans (scala) [default], iteration 2308 started ======
====== scala-kmeans (scala) [default], iteration 2308 completed (236.005 ms) ======
====== scala-kmeans (scala) [default], iteration 2309 started ======
====== scala-kmeans (scala) [default], iteration 2309 completed (236.464 ms) ======
====== scala-kmeans (scala) [default], iteration 2310 started ======
====== scala-kmeans (scala) [default], iteration 2310 completed (236.071 ms) ======
====== scala-kmeans (scala) [default], iteration 2311 started ======
====== scala-kmeans (scala) [default], iteration 2311 completed (235.437 ms) ======
====== scala-kmeans (scala) [default], iteration 2312 started ======
====== scala-kmeans (scala) [default], iteration 2312 completed (237.831 ms) ======
====== scala-kmeans (scala) [default], iteration 2313 started ======
====== scala-kmeans (scala) [default], iteration 2313 completed (236.725 ms) ======
====== scala-kmeans (scala) [default], iteration 2314 started ======
====== scala-kmeans (scala) [default], iteration 2314 completed (238.080 ms) ======
====== scala-kmeans (scala) [default], iteration 2315 started ======
====== scala-kmeans (scala) [default], iteration 2315 completed (237.950 ms) ======
====== scala-kmeans (scala) [default], iteration 2316 started ======
====== scala-kmeans (scala) [default], iteration 2316 completed (237.302 ms) ======
====== scala-kmeans (scala) [default], iteration 2317 started ======
====== scala-kmeans (scala) [default], iteration 2317 completed (240.193 ms) ======
====== scala-kmeans (scala) [default], iteration 2318 started ======
====== scala-kmeans (scala) [default], iteration 2318 completed (237.131 ms) ======
====== scala-kmeans (scala) [default], iteration 2319 started ======
====== scala-kmeans (scala) [default], iteration 2319 completed (236.874 ms) ======
====== scala-kmeans (scala) [default], iteration 2320 started ======
====== scala-kmeans (scala) [default], iteration 2320 completed (236.686 ms) ======
====== scala-kmeans (scala) [default], iteration 2321 started ======
====== scala-kmeans (scala) [default], iteration 2321 completed (237.372 ms) ======
====== scala-kmeans (scala) [default], iteration 2322 started ======
====== scala-kmeans (scala) [default], iteration 2322 completed (238.525 ms) ======
====== scala-kmeans (scala) [default], iteration 2323 started ======
====== scala-kmeans (scala) [default], iteration 2323 completed (236.478 ms) ======
====== scala-kmeans (scala) [default], iteration 2324 started ======
====== scala-kmeans (scala) [default], iteration 2324 completed (237.913 ms) ======
====== scala-kmeans (scala) [default], iteration 2325 started ======
====== scala-kmeans (scala) [default], iteration 2325 completed (287.278 ms) ======
====== scala-kmeans (scala) [default], iteration 2326 started ======
====== scala-kmeans (scala) [default], iteration 2326 completed (235.397 ms) ======
====== scala-kmeans (scala) [default], iteration 2327 started ======
====== scala-kmeans (scala) [default], iteration 2327 completed (235.566 ms) ======
====== scala-kmeans (scala) [default], iteration 2328 started ======
====== scala-kmeans (scala) [default], iteration 2328 completed (236.190 ms) ======
====== scala-kmeans (scala) [default], iteration 2329 started ======
====== scala-kmeans (scala) [default], iteration 2329 completed (236.012 ms) ======
====== scala-kmeans (scala) [default], iteration 2330 started ======
====== scala-kmeans (scala) [default], iteration 2330 completed (236.398 ms) ======
====== scala-kmeans (scala) [default], iteration 2331 started ======
====== scala-kmeans (scala) [default], iteration 2331 completed (239.725 ms) ======
====== scala-kmeans (scala) [default], iteration 2332 started ======
====== scala-kmeans (scala) [default], iteration 2332 completed (236.416 ms) ======
====== scala-kmeans (scala) [default], iteration 2333 started ======
====== scala-kmeans (scala) [default], iteration 2333 completed (237.137 ms) ======
====== scala-kmeans (scala) [default], iteration 2334 started ======
====== scala-kmeans (scala) [default], iteration 2334 completed (237.441 ms) ======
====== scala-kmeans (scala) [default], iteration 2335 started ======
====== scala-kmeans (scala) [default], iteration 2335 completed (238.105 ms) ======
====== scala-kmeans (scala) [default], iteration 2336 started ======
====== scala-kmeans (scala) [default], iteration 2336 completed (237.762 ms) ======
====== scala-kmeans (scala) [default], iteration 2337 started ======
====== scala-kmeans (scala) [default], iteration 2337 completed (237.009 ms) ======
====== scala-kmeans (scala) [default], iteration 2338 started ======
====== scala-kmeans (scala) [default], iteration 2338 completed (236.874 ms) ======
====== scala-kmeans (scala) [default], iteration 2339 started ======
====== scala-kmeans (scala) [default], iteration 2339 completed (235.782 ms) ======
====== scala-kmeans (scala) [default], iteration 2340 started ======
====== scala-kmeans (scala) [default], iteration 2340 completed (238.202 ms) ======
====== scala-kmeans (scala) [default], iteration 2341 started ======
====== scala-kmeans (scala) [default], iteration 2341 completed (238.114 ms) ======
====== scala-kmeans (scala) [default], iteration 2342 started ======
====== scala-kmeans (scala) [default], iteration 2342 completed (236.752 ms) ======
====== scala-kmeans (scala) [default], iteration 2343 started ======
====== scala-kmeans (scala) [default], iteration 2343 completed (237.713 ms) ======
====== scala-kmeans (scala) [default], iteration 2344 started ======
====== scala-kmeans (scala) [default], iteration 2344 completed (236.015 ms) ======
====== scala-kmeans (scala) [default], iteration 2345 started ======
====== scala-kmeans (scala) [default], iteration 2345 completed (238.070 ms) ======
====== scala-kmeans (scala) [default], iteration 2346 started ======
====== scala-kmeans (scala) [default], iteration 2346 completed (236.217 ms) ======
====== scala-kmeans (scala) [default], iteration 2347 started ======
====== scala-kmeans (scala) [default], iteration 2347 completed (235.993 ms) ======
====== scala-kmeans (scala) [default], iteration 2348 started ======
====== scala-kmeans (scala) [default], iteration 2348 completed (236.353 ms) ======
====== scala-kmeans (scala) [default], iteration 2349 started ======
====== scala-kmeans (scala) [default], iteration 2349 completed (235.907 ms) ======
====== scala-kmeans (scala) [default], iteration 2350 started ======
====== scala-kmeans (scala) [default], iteration 2350 completed (239.231 ms) ======
====== scala-kmeans (scala) [default], iteration 2351 started ======
====== scala-kmeans (scala) [default], iteration 2351 completed (238.071 ms) ======
====== scala-kmeans (scala) [default], iteration 2352 started ======
====== scala-kmeans (scala) [default], iteration 2352 completed (235.664 ms) ======
====== scala-kmeans (scala) [default], iteration 2353 started ======
====== scala-kmeans (scala) [default], iteration 2353 completed (238.149 ms) ======
====== scala-kmeans (scala) [default], iteration 2354 started ======
====== scala-kmeans (scala) [default], iteration 2354 completed (237.950 ms) ======
====== scala-kmeans (scala) [default], iteration 2355 started ======
====== scala-kmeans (scala) [default], iteration 2355 completed (236.759 ms) ======
====== scala-kmeans (scala) [default], iteration 2356 started ======
====== scala-kmeans (scala) [default], iteration 2356 completed (235.070 ms) ======
====== scala-kmeans (scala) [default], iteration 2357 started ======
====== scala-kmeans (scala) [default], iteration 2357 completed (236.585 ms) ======
====== scala-kmeans (scala) [default], iteration 2358 started ======
====== scala-kmeans (scala) [default], iteration 2358 completed (236.464 ms) ======
====== scala-kmeans (scala) [default], iteration 2359 started ======
====== scala-kmeans (scala) [default], iteration 2359 completed (237.485 ms) ======
====== scala-kmeans (scala) [default], iteration 2360 started ======
====== scala-kmeans (scala) [default], iteration 2360 completed (237.300 ms) ======
====== scala-kmeans (scala) [default], iteration 2361 started ======
====== scala-kmeans (scala) [default], iteration 2361 completed (235.030 ms) ======
====== scala-kmeans (scala) [default], iteration 2362 started ======
====== scala-kmeans (scala) [default], iteration 2362 completed (236.586 ms) ======
====== scala-kmeans (scala) [default], iteration 2363 started ======
====== scala-kmeans (scala) [default], iteration 2363 completed (236.260 ms) ======
====== scala-kmeans (scala) [default], iteration 2364 started ======
====== scala-kmeans (scala) [default], iteration 2364 completed (237.314 ms) ======
====== scala-kmeans (scala) [default], iteration 2365 started ======
====== scala-kmeans (scala) [default], iteration 2365 completed (238.050 ms) ======
====== scala-kmeans (scala) [default], iteration 2366 started ======
====== scala-kmeans (scala) [default], iteration 2366 completed (235.580 ms) ======
====== scala-kmeans (scala) [default], iteration 2367 started ======
====== scala-kmeans (scala) [default], iteration 2367 completed (237.666 ms) ======
====== scala-kmeans (scala) [default], iteration 2368 started ======
====== scala-kmeans (scala) [default], iteration 2368 completed (237.662 ms) ======
====== scala-kmeans (scala) [default], iteration 2369 started ======
====== scala-kmeans (scala) [default], iteration 2369 completed (237.249 ms) ======
====== scala-kmeans (scala) [default], iteration 2370 started ======
====== scala-kmeans (scala) [default], iteration 2370 completed (238.506 ms) ======
====== scala-kmeans (scala) [default], iteration 2371 started ======
====== scala-kmeans (scala) [default], iteration 2371 completed (236.189 ms) ======
====== scala-kmeans (scala) [default], iteration 2372 started ======
====== scala-kmeans (scala) [default], iteration 2372 completed (238.844 ms) ======
====== scala-kmeans (scala) [default], iteration 2373 started ======
====== scala-kmeans (scala) [default], iteration 2373 completed (236.971 ms) ======
====== scala-kmeans (scala) [default], iteration 2374 started ======
====== scala-kmeans (scala) [default], iteration 2374 completed (237.487 ms) ======
====== scala-kmeans (scala) [default], iteration 2375 started ======
====== scala-kmeans (scala) [default], iteration 2375 completed (239.329 ms) ======
====== scala-kmeans (scala) [default], iteration 2376 started ======
====== scala-kmeans (scala) [default], iteration 2376 completed (236.298 ms) ======
